ID,Date,Time,MIN,Latitude,Longitude,Event Type,Sector Name,Threat Level,Clear,Clear Date,Clear Time,Sign-off Name,Comments
2187054,12/20/2021,21:25:00,80,37.47535855,-122.1502761,DDSA TEST ALERT,Zone 1,Red,TRUE,"('12/21/2021',)","('08:25:13',)",watchcommander@digbysecurity.com,cleared - supervisor
2187619,12/21/2021,19:24:00,80,37.47529519,-122.1500181,DDSA TEST ALERT,Zone 1,Red,TRUE,"('12/21/2021',)","('19:25:19',)",watchcommander@digbysecurity.com,cleared-9117
2187962,12/22/2021,6:34:00,80,37.47535472,-122.1504728,DDSA TEST ALERT,Zone 1,Red,TRUE,"('12/22/2021',)","('07:14:52',)",watchcommander@digbysecurity.com,ddsd9020
2188312,12/22/2021,21:53:00,80,37.47531485,-122.1501126,DDSA ALERT TEST,Zone 1,Red,TRUE,"('12/23/2021',)","('19:50:44',)",watchcommander@digbysecurity.com,Alerts cleared  by QC
2188356,12/22/2021,22:50:00,80,37.47502584,-122.1507084,DDSA TEST ALERT 2,Zone 1,Red,TRUE,"('12/22/2021',)","('23:34:04',)",watchcommander@digbysecurity.com,All clear DDSA 7732
2194270,1/3/2022,7:51:00,80,37.47535864,-122.1502779,TEST ALERT,Zone 1,Red,TRUE,"('01/03/2022',)","('09:23:21',)",watchcommander@digbysecurity.com,all clear WC 7732
2175741,12/1/2021,7:59:21,80,37.47519126,-122.1506405,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2175933,12/1/2021,20:41:02,80,37.47526498,-122.1498793,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2175957,12/1/2021,21:20:35,80,37.47531921,-122.1501336,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2175982,12/1/2021,21:52:06,80,37.4753483,-122.1504746,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2176027,12/1/2021,23:02:32,80,37.47492634,-122.1502544,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2176278,12/2/2021,7:13:42,80,37.47534875,-122.1505529,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2176490,12/2/2021,20:46:35,80,37.47535387,-122.1502588,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2176507,12/2/2021,21:06:26,80,37.47535397,-122.1502586,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2176523,12/2/2021,21:31:24,80,37.47535174,-122.1502452,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2176533,12/2/2021,21:43:44,80,37.47534656,-122.1502215,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2176811,12/3/2021,6:58:14,80,37.47496107,-122.1504864,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2176819,12/3/2021,7:08:37,80,37.47497396,-122.1505555,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2177098,12/3/2021,21:02:03,80,37.475373,-122.1503613,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2177126,12/3/2021,21:41:39,80,37.47536811,-122.1503241,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2177210,12/3/2021,23:50:33,80,37.47534831,-122.1504747,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2177420,12/4/2021,7:17:17,80,37.47493593,-122.1503096,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2177426,12/4/2021,7:27:56,80,37.47492741,-122.150258,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2177433,12/4/2021,7:38:18,80,37.47493845,-122.1503368,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2177443,12/4/2021,7:59:29,80,37.47493286,-122.1502907,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2177980,12/5/2021,7:19:16,80,37.47493494,-122.1503039,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2177986,12/5/2021,7:40:23,80,37.47493643,-122.1503105,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2177992,12/5/2021,7:50:53,80,37.47493752,-122.1503248,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2178683,12/6/2021,21:03:42,80,37.47536507,-122.1503109,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2179050,12/7/2021,7:28:33,80,37.47488211,-122.1500251,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2179068,12/7/2021,7:47:33,80,37.47497744,-122.1505745,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2179077,12/7/2021,7:59:17,80,37.47493597,-122.1503072,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2180021,12/8/2021,20:19:38,80,37.47535009,-122.150474,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2180387,12/9/2021,7:08:59,80,37.47530526,-122.1505771,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2180674,12/9/2021,20:21:54,80,37.47533035,-122.1501732,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2180700,12/9/2021,21:04:02,80,37.47537634,-122.1504919,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2180716,12/9/2021,21:25:51,80,37.47531134,-122.150091,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2180726,12/9/2021,21:37:39,80,37.47534941,-122.1504747,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2180739,12/9/2021,22:00:43,80,37.47534941,-122.1504747,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2180748,12/9/2021,22:20:10,80,37.47493641,-122.1503129,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2181021,12/10/2021,7:12:21,80,37.4751465,-122.1506594,Person(s) detected,Zone 1,Red,TRUE,"('12/15/2021',)","('13:00:39',)",watchcommander@digbysecurity.com,CLEARED DDSA9117
2181045,12/10/2021,7:58:13,80,37.47495693,-122.150458,Person(s) detected,Zone 1,Red,TRUE,"('12/15/2021',)","('13:00:39',)",watchcommander@digbysecurity.com,CLEARED DDSA9117
2183864,12/15/2021,7:10:00,80,37.47526407,-122.150601,Person(s) detected,Zone 1,Red,TRUE,"('12/15/2021',)","('12:24:39',)",watchcommander@digbysecurity.com,unidentified - DDSA9044
2184123,12/15/2021,20:32:57,80,37.47535014,-122.1504739,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2184150,12/15/2021,21:03:46,80,37.47535086,-122.1502446,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2184653,12/16/2021,20:59:57,80,37.47531224,-122.1500959,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:52:40',)",watchcommander@digbysecurity.com,DDSAOKE
2184704,12/16/2021,22:03:22,80,37.47534887,-122.1504739,Person(s) detected,Zone 1,Red,TRUE,"('12/17/2021',)","('12:49:35',)",watchcommander@digbysecurity.com,cleared -DDSA9044
2185300,12/17/2021,20:49:10,80,37.47536986,-122.1503353,Person(s) detected,Zone 1,Red,TRUE,"('12/20/2021',)","('08:46:35',)",watchcommander@digbysecurity.com,DDSA 9139
2185348,12/17/2021,21:49:08,80,37.47533004,-122.1501717,Person(s) detected,Zone 1,Red,TRUE,"('12/19/2021',)","('20:47:32',)",watchcommander@digbysecurity.com,person detected DDSA 7732
2186950,12/20/2021,18:28:25,80,37.47533553,-122.1501838,Person(s) detected,Zone 1,Red,TRUE,"('12/20/2021',)","('18:29:19',)",watchcommander@digbysecurity.com,cleared-9117
2186971,12/20/2021,19:11:31,80,37.47534132,-122.1501996,Person(s) detected,Zone 1,Red,TRUE,"('12/20/2021',)","('19:46:20',)",watchcommander@digbysecurity.com,cleared 9117
2186981,12/20/2021,19:29:18,80,37.47532405,-122.1501492,Person(s) detected,Zone 1,Red,TRUE,"('12/20/2021',)","('19:46:20',)",watchcommander@digbysecurity.com,cleared 9117
2187263,12/21/2021,4:19:23,80,37.47537531,-122.1503288,Person(s) detected,Zone 1,Red,TRUE,"('12/21/2021',)","('08:25:13',)",watchcommander@digbysecurity.com,cleared - supervisor
2188166,12/22/2021,18:00:48,80,37.47517504,-122.1506468,Person(s) detected,Zone 1,Red,TRUE,"('12/23/2021',)","('19:50:44',)",watchcommander@digbysecurity.com,Alerts cleared  by QC
2188217,12/22/2021,19:32:18,80,37.47532311,-122.150146,Person(s) detected,Zone 1,Red,TRUE,"('12/23/2021',)","('19:50:44',)",watchcommander@digbysecurity.com,Alerts cleared  by QC
2188270,12/22/2021,20:54:55,80,37.47534801,-122.1504745,Person(s) detected,Zone 1,Red,TRUE,"('12/23/2021',)","('19:50:44',)",watchcommander@digbysecurity.com,Alerts cleared  by QC
2188290,12/22/2021,21:25:54,80,37.47534801,-122.1504745,Person(s) detected,Zone 1,Red,TRUE,"('12/23/2021',)","('19:50:44',)",watchcommander@digbysecurity.com,Alerts cleared  by QC
2188311,12/22/2021,21:53:09,80,37.47531485,-122.1501126,Person(s) detected,Zone 1,Red,TRUE,"('12/23/2021',)","('19:50:44',)",watchcommander@digbysecurity.com,Alerts cleared  by QC
2188540,12/23/2021,4:21:39,80,37.47537065,-122.1503698,Person(s) detected,Zone 1,Red,TRUE,"('12/23/2021',)","('04:37:07',)",watchcommander@digbysecurity.com,ddsa9020
2188821,12/23/2021,19:04:20,80,37.4753471,-122.1502217,Person(s) detected,Zone 1,Red,TRUE,"('12/23/2021',)","('19:50:44',)",watchcommander@digbysecurity.com,Alerts cleared  by QC
2188833,12/23/2021,19:26:09,80,37.47534758,-122.1502249,Person(s) detected,Zone 1,Red,TRUE,"('12/23/2021',)","('19:50:44',)",watchcommander@digbysecurity.com,Alerts cleared  by QC
2188905,12/23/2021,21:05:54,80,37.47535057,-122.1502379,Person(s) detected,Zone 1,Red,TRUE,"('12/23/2021',)","('21:12:39',)",watchcommander@digbysecurity.com,Alert Cleared by QC
2189017,12/24/2021,0:16:50,80,37.4749104,-122.150167,Person(s) detected,Zone 1,Red,TRUE,"('12/24/2021',)","('03:29:10',)",watchcommander@digbysecurity.com,Person Taking Pics- QC
2189452,12/24/2021,21:42:00,80,37.47533652,-122.1501823,Person(s) detected,Zone 1,Red,TRUE,"('12/25/2021',)","('06:29:02',)",watchcommander@digbysecurity.com,Alert cleared by QC.
2191426,12/28/2021,18:16:01,80,37.47526946,-122.1499014,Person(s) detected,Zone 1,Red,TRUE,"('12/28/2021',)","('18:58:34',)",watchcommander@digbysecurity.com,"Alerts cleared by QC,"
2191432,12/28/2021,18:39:56,80,37.47532779,-122.1501605,Person(s) detected,Zone 1,Red,TRUE,"('12/28/2021',)","('18:58:34',)",watchcommander@digbysecurity.com,"Alerts cleared by QC,"
2191436,12/28/2021,18:50:45,80,37.47532146,-122.150133,Person(s) detected,Zone 1,Red,TRUE,"('12/28/2021',)","('18:58:34',)",watchcommander@digbysecurity.com,"Alerts cleared by QC,"
2191509,12/28/2021,21:10:05,80,37.47534833,-122.1502277,Person(s) detected,Zone 1,Red,TRUE,"('12/28/2021',)","('21:13:45',)",watchcommander@digbysecurity.com,All clear WC 7732
2191526,12/28/2021,21:35:06,80,37.47534144,-122.1501962,Person(s) detected,Zone 1,Red,TRUE,"('12/29/2021',)","('13:13:20',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2191616,12/29/2021,0:42:15,80,37.47526604,-122.150602,Person(s) detected,Zone 1,Red,TRUE,"('12/29/2021',)","('13:13:20',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2191945,12/29/2021,20:25:54,80,37.47534922,-122.1504742,Person(s) detected,Zone 1,Red,TRUE,"('12/29/2021',)","('21:45:30',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2191959,12/29/2021,20:42:32,80,37.47535535,-122.1502471,Person(s) detected,Zone 1,Red,TRUE,"('12/29/2021',)","('21:50:08',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2191973,12/29/2021,20:56:20,80,37.47529542,-122.1500151,Person(s) detected,Zone 1,Red,TRUE,"('12/29/2021',)","('21:50:08',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2191998,12/29/2021,21:29:09,80,37.47537232,-122.1503564,Person(s) detected,Zone 1,Red,TRUE,"('12/29/2021',)","('21:45:30',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2192215,12/30/2021,4:17:59,80,37.47535062,-122.1504745,Person(s) detected,Zone 1,Red,TRUE,"('12/30/2021',)","('05:03:51',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2192459,12/30/2021,19:04:21,80,37.47534979,-122.1504744,Person(s) detected,Zone 1,Red,TRUE,"('12/30/2021',)","('19:11:23',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2192479,12/30/2021,19:52:21,80,37.47534088,-122.1501979,Person(s) detected,Zone 1,Red,TRUE,"('12/30/2021',)","('21:16:14',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2192500,12/30/2021,20:14:08,80,37.47534289,-122.1502054,Person(s) detected,Zone 1,Red,TRUE,"('12/30/2021',)","('21:16:14',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2192529,12/30/2021,20:47:21,80,37.47535865,-122.1502727,Person(s) detected,Zone 1,Red,TRUE,"('12/30/2021',)","('21:16:14',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2192578,12/30/2021,21:56:29,80,37.47534998,-122.1504743,Person(s) detected,Zone 1,Red,TRUE,"('12/31/2021',)","('06:33:26',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2194384,1/3/2022,18:45:31,80,37.47537265,-122.1503619,Person(s) detected,Zone 1,Red,TRUE,"('01/03/2022',)","('21:59:43',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2194956,1/4/2022,20:18:51,80,37.47532883,-122.1501677,Person(s) detected,Zone 1,Red,TRUE,"('01/05/2022',)","('08:08:30',)",watchcommander@digbysecurity.com,cleared by QC
2195518,1/5/2022,19:23:18,80,37.47536923,-122.150331,Person(s) detected,Zone 1,Red,TRUE,"('01/05/2022',)","('19:39:08',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2195523,1/5/2022,19:39:59,80,37.47534365,-122.1502075,Person(s) detected,Zone 1,Red,TRUE,"('01/05/2022',)","('19:59:00',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2195532,1/5/2022,20:01:35,80,37.47534497,-122.1502138,Person(s) detected,Zone 1,Red,TRUE,"('01/06/2022',)","('00:47:24',)",watchcommander@digbysecurity.com,all clear wc 7732
2195595,1/5/2022,21:03:03,80,37.47534971,-122.1504749,Person(s) detected,Zone 1,Red,TRUE,"('01/06/2022',)","('00:47:24',)",watchcommander@digbysecurity.com,all clear wc 7732
2196229,1/6/2022,19:45:58,80,37.47534838,-122.1502314,Person(s) detected,Zone 1,Red,TRUE,"('01/06/2022',)","('21:20:52',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2196258,1/6/2022,20:19:53,80,37.47536303,-122.1503032,Person(s) detected,Zone 1,Red,TRUE,"('01/06/2022',)","('21:20:52',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2196300,1/6/2022,20:59:44,80,37.475372,-122.1503464,Person(s) detected,Zone 1,Red,TRUE,"('01/06/2022',)","('21:20:52',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2196319,1/6/2022,21:17:41,80,37.47537059,-122.1504097,Person(s) detected,Zone 1,Red,TRUE,"('01/06/2022',)","('21:20:52',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2196913,1/7/2022,20:34:04,80,37.4753585,-122.1502739,Person(s) detected,Zone 1,Red,TRUE,"('01/08/2022',)","('04:05:10',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2196963,1/7/2022,21:42:30,80,37.47534066,-122.1501978,Person(s) detected,Zone 1,Red,TRUE,"('01/08/2022',)","('04:05:10',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2197042,1/7/2022,23:26:58,80,37.47537208,-122.1503484,Person(s) detected,Zone 1,Red,TRUE,"('01/08/2022',)","('04:05:10',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2198209,1/9/2022,22:07:01,80,37.47534942,-122.1504744,Person(s) detected,Zone 1,Red,TRUE,"('01/09/2022',)","('23:07:42',)",watchcommander@digbysecurity.com,all clear wc 7732
2198735,1/10/2022,18:28:25,80,37.47530617,-122.150063,Person(s) detected,Zone 1,Red,TRUE,"('01/10/2022',)","('20:42:10',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2198757,1/10/2022,19:08:30,80,37.47531467,-122.1501102,Person(s) detected,Zone 1,Red,TRUE,"('01/10/2022',)","('20:42:10',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2198877,1/10/2022,21:44:17,80,37.47534841,-122.1504752,Person(s) detected,Zone 1,Red,TRUE,"('01/10/2022',)","('21:45:39',)",watchcommander@digbysecurity.com,person detected wc 7732
2199148,1/11/2022,5:18:13,80,37.47536617,-122.1503518,Person(s) detected,Zone 1,Red,TRUE,"('01/11/2022',)","('06:19:12',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2199454,1/11/2022,18:44:48,80,37.47534824,-122.1502307,Person(s) detected,Zone 1,Red,TRUE,"('01/11/2022',)","('20:54:42',)",watchcommander@digbysecurity.com,clear wc 7732
2199474,1/11/2022,19:24:15,80,37.47531547,-122.1501176,Person(s) detected,Zone 1,Red,TRUE,"('01/11/2022',)","('20:54:42',)",watchcommander@digbysecurity.com,clear wc 7732
2199480,1/11/2022,19:36:49,80,37.47535768,-122.1502485,Person(s) detected,Zone 1,Red,TRUE,"('01/11/2022',)","('20:54:42',)",watchcommander@digbysecurity.com,clear wc 7732
2199509,1/11/2022,20:15:07,80,37.47535179,-122.1502403,Person(s) detected,Zone 1,Red,TRUE,"('01/11/2022',)","('20:54:42',)",watchcommander@digbysecurity.com,clear wc 7732
2199534,1/11/2022,20:53:32,80,37.47534928,-122.1504743,Person(s) detected,Zone 1,Red,TRUE,"('01/11/2022',)","('20:54:42',)",watchcommander@digbysecurity.com,clear wc 7732
2199662,1/11/2022,23:54:54,80,37.47537199,-122.1503493,Person(s) detected,Zone 1,Red,TRUE,"('01/12/2022',)","('06:44:35',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2200202,1/12/2022,18:26:51,80,37.47531246,-122.1500945,Person(s) detected,Zone 1,Red,TRUE,"('01/12/2022',)","('18:27:25',)",watchcommander@digbysecurity.com,9117 cleared
2200219,1/12/2022,18:55:59,80,37.47532732,-122.1501612,Person(s) detected,Zone 1,Red,TRUE,"('01/12/2022',)","('22:02:08',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2200236,1/12/2022,19:24:46,80,37.47531384,-122.1501054,Person(s) detected,Zone 1,Red,TRUE,"('01/12/2022',)","('22:02:08',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2200250,1/12/2022,19:50:07,80,37.4753321,-122.150177,Person(s) detected,Zone 1,Red,TRUE,"('01/12/2022',)","('22:02:08',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2200309,1/12/2022,20:58:56,80,37.47534575,-122.1502166,Person(s) detected,Zone 1,Red,TRUE,"('01/12/2022',)","('22:02:08',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2200351,1/12/2022,21:49:13,80,37.4753191,-122.150133,Person(s) detected,Zone 1,Red,TRUE,"('01/12/2022',)","('22:02:08',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2201140,1/13/2022,21:42:29,80,37.47531327,-122.1501026,Person(s) detected,Zone 1,Red,TRUE,"('01/14/2022',)","('20:56:42',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2201160,1/13/2022,22:11:04,80,37.47527384,-122.149931,Person(s) detected,Zone 1,Red,TRUE,"('01/14/2022',)","('20:56:42',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2201258,1/14/2022,0:17:13,80,37.47534974,-122.1504745,Person(s) detected,Zone 1,Red,TRUE,"('01/14/2022',)","('21:07:32',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2201297,1/14/2022,1:19:59,80,37.4750529,-122.1507,Person(s) detected,Zone 1,Red,TRUE,"('01/14/2022',)","('21:07:32',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2201435,1/14/2022,4:53:31,80,37.4753479,-122.1502283,Person(s) detected,Zone 1,Red,TRUE,"('01/14/2022',)","('21:07:32',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2201792,1/14/2022,18:19:34,80,37.47531821,-122.1501276,Person(s) detected,Zone 1,Red,TRUE,"('01/14/2022',)","('21:07:32',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2201823,1/14/2022,19:24:10,80,37.47530377,-122.1500533,Person(s) detected,Zone 1,Red,TRUE,"('01/14/2022',)","('21:07:32',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
2201881,1/14/2022,20:37:20,80,37.4753491,-122.1502306,Person(s) detected,Zone 1,Red,TRUE,"('01/14/2022',)","('21:07:32',)",qualitycontrol@digbysecurity.com,Alert cleared by QC.
